maintenance_id,timestamp,material_id,quantity,maintenance_type,bike_age_months,mileage,notes
MAINT-1133,2025-11-08,MAT-STD-001,2,SCHEDULED_MAINTENANCE,22,2000,Tire replacement at 2000 miles
MAINT-1134,2025-11-08,MAT-STD-002,2,SCHEDULED_MAINTENANCE,29,1000,Brake or tire service at 1000 miles
MAINT-1135,2025-11-10,MAT-STD-002,2,WEAR_REPLACEMENT,26,1300,Normal wear replacement - 26 months old
MAINT-1136,2025-11-12,MAT-STD-002,3,WEAR_REPLACEMENT,32,1600,Normal wear replacement - 32 months old
MAINT-1137,2025-11-16,MAT-STD-002,1,SCHEDULED_MAINTENANCE,12,3000,Brake pad replacement at 3000 miles
MAINT-1138,2025-11-16,MAT-STD-003,1,SCHEDULED_MAINTENANCE,28,3000,Chain replacement at 3000 miles
MAINT-1139,2025-11-16,MAT-STD-001,2,SCHEDULED_MAINTENANCE,15,3000,Tire replacement at 3000 miles
MAINT-1140,2025-11-16,MAT-STD-001,3,WEAR_REPLACEMENT,14,700,Normal wear replacement - 14 months old
MAINT-1141,2025-11-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,4,500,Brake adjustment at 500 miles
MAINT-1142,2025-11-18,MAT-STD-001,2,WEAR_REPLACEMENT,45,2250,Normal wear replacement - 45 months old
MAINT-1143,2025-11-20,MAT-STD-002,1,WEAR_REPLACEMENT,40,2000,Normal wear replacement - 40 months old
MAINT-1144,2025-11-22,MAT-STD-001,1,SCHEDULED_MAINTENANCE,5,1000,Brake or tire service at 1000 miles
MAINT-1145,2025-11-22,MAT-STD-002,2,WEAR_REPLACEMENT,16,800,Normal wear replacement - 16 months old
MAINT-1146,2025-11-24,MAT-STD-002,2,SCHEDULED_MAINTENANCE,26,2000,Brake pad replacement at 2000 miles
MAINT-1147,2025-11-24,MAT-STD-003,1,SCHEDULED_MAINTENANCE,7,2000,Chain replacement at 2000 miles
MAINT-1148,2025-11-24,MAT-STD-001,1,SCHEDULED_MAINTENANCE,14,2000,Tire replacement at 2000 miles
MAINT-1149,2025-11-24,MAT-STD-001,2,SCHEDULED_MAINTENANCE,12,1000,Brake or tire service at 1000 miles
MAINT-1150,2025-11-28,MAT-STD-002,1,SCHEDULED_MAINTENANCE,22,1000,Brake or tire service at 1000 miles
MAINT-1151,2025-11-28,MAT-STD-002,2,SCHEDULED_MAINTENANCE,24,2000,Brake pad replacement at 2000 miles
MAINT-1152,2025-11-28,MAT-STD-003,1,SCHEDULED_MAINTENANCE,5,2000,Chain replacement at 2000 miles
MAINT-1153,2025-11-28,MAT-STD-001,2,SCHEDULED_MAINTENANCE,20,2000,Tire replacement at 2000 miles
MAINT-1154,2025-11-30,MAT-STD-001,2,SCHEDULED_MAINTENANCE,27,1000,Brake or tire service at 1000 miles
MAINT-1155,2025-11-30,MAT-STD-002,1,SCHEDULED_MAINTENANCE,20,500,Brake adjustment at 500 miles
MAINT-1156,2025-11-30,MAT-STD-003,2,WEAR_REPLACEMENT,32,1600,Normal wear replacement - 32 months old
MAINT-1157,2025-12-01,MAT-STD-002,2,WEAR_REPLACEMENT,11,550,Normal wear replacement - 11 months old
MAINT-1158,2025-12-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,11,2000,Brake pad replacement at 2000 miles
MAINT-1159,2025-12-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,9,2000,Chain replacement at 2000 miles
MAINT-1160,2025-12-02,MAT-STD-001,1,SCHEDULED_MAINTENANCE,18,2000,Tire replacement at 2000 miles
MAINT-1161,2025-12-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,14,500,Brake adjustment at 500 miles
MAINT-1162,2025-12-02,MAT-STD-002,1,SCHEDULED_MAINTENANCE,18,2000,Brake pad replacement at 2000 miles
MAINT-1163,2025-12-02,MAT-STD-003,1,SCHEDULED_MAINTENANCE,8,2000,Chain replacement at 2000 miles
MAINT-1164,2025-12-02,MAT-STD-001,1,SCHEDULED_MAINTENANCE,7,2000,Tire replacement at 2000 miles
MAINT-1165,2025-12-03,MAT-STD-002,1,SCHEDULED_MAINTENANCE,11,500,Brake adjustment at 500 miles
MAINT-1166,2025-12-04,MAT-STD-002,3,WEAR_REPLACEMENT,17,850,Normal wear replacement - 17 months old
MAINT-1167,2025-12-07,MAT-STD-002,2,SCHEDULED_MAINTENANCE,17,1000,Brake or tire service at 1000 miles
MAINT-1168,2025-12-10,MAT-STD-002,2,SCHEDULED_MAINTENANCE,30,3000,Brake pad replacement at 3000 miles
MAINT-1169,2025-12-10,MAT-STD-003,1,SCHEDULED_MAINTENANCE,8,3000,Chain replacement at 3000 miles
MAINT-1170,2025-12-10,MAT-STD-001,1,SCHEDULED_MAINTENANCE,31,3000,Tire replacement at 3000 miles
MAINT-1171,2025-12-10,MAT-STD-002,3,WEAR_REPLACEMENT,26,1300,Normal wear replacement - 26 months old
MAINT-1172,2025-12-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,29,1000,Brake or tire service at 1000 miles
MAINT-1173,2025-12-12,MAT-STD-002,2,SCHEDULED_MAINTENANCE,28,3000,Brake pad replacement at 3000 miles
MAINT-1174,2025-12-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,32,3000,Chain replacement at 3000 miles
MAINT-1175,2025-12-12,MAT-STD-001,2,SCHEDULED_MAINTENANCE,32,3000,Tire replacement at 3000 miles
MAINT-1176,2025-12-12,MAT-STD-002,1,SCHEDULED_MAINTENANCE,27,3000,Brake pad replacement at 3000 miles
MAINT-1177,2025-12-12,MAT-STD-003,1,SCHEDULED_MAINTENANCE,29,3000,Chain replacement at 3000 miles
MAINT-1178,2025-12-12,MAT-STD-001,1,SCHEDULED_MAINTENANCE,4,3000,Tire replacement at 3000 miles
MAINT-1179,2025-12-13,MAT-STD-002,1,SCHEDULED_MAINTENANCE,30,500,Brake adjustment at 500 miles
MAINT-1180,2025-12-13,MAT-STD-002,1,SCHEDULED_MAINTENANCE,16,1000,Brake or tire service at 1000 miles
MAINT-1181,2025-12-13,MAT-STD-001,2,WEAR_REPLACEMENT,27,1350,Normal wear replacement - 27 months old
MAINT-1182,2025-12-14,MAT-STD-002,1,SCHEDULED_MAINTENANCE,34,2000,Brake pad replacement at 2000 miles
MAINT-1183,2025-12-14,MAT-STD-003,1,SCHEDULED_MAINTENANCE,34,2000,Chain replacement at 2000 miles
MAINT-1184,2025-12-14,MAT-STD-001,1,SCHEDULED_MAINTENANCE,30,2000,Tire replacement at 2000 miles
MAINT-1185,2025-12-14,MAT-STD-002,1,SCHEDULED_MAINTENANCE,6,3000,Brake pad replacement at 3000 miles
MAINT-1186,2025-12-14,MAT-STD-003,1,SCHEDULED_MAINTENANCE,25,3000,Chain replacement at 3000 miles
MAINT-1187,2025-12-14,MAT-STD-001,2,SCHEDULED_MAINTENANCE,9,3000,Tire replacement at 3000 miles
MAINT-1188,2025-12-14,MAT-STD-002,1,SCHEDULED_MAINTENANCE,23,500,Brake adjustment at 500 miles
MAINT-1189,2025-12-17,MAT-STD-003,1,WEAR_REPLACEMENT,29,1450,Normal wear replacement - 29 months old
MAINT-1190,2025-12-18,MAT-STD-002,1,SCHEDULED_MAINTENANCE,23,3000,Brake pad replacement at 3000 miles
MAINT-1191,2025-12-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,17,3000,Chain replacement at 3000 miles
MAINT-1192,2025-12-18,MAT-STD-001,1,SCHEDULED_MAINTENANCE,23,3000,Tire replacement at 3000 miles
MAINT-1193,2025-12-18,MAT-STD-002,2,SCHEDULED_MAINTENANCE,24,3000,Brake pad replacement at 3000 miles
MAINT-1194,2025-12-18,MAT-STD-003,1,SCHEDULED_MAINTENANCE,15,3000,Chain replacement at 3000 miles
MAINT-1195,2025-12-18,MAT-STD-001,2,SCHEDULED_MAINTENANCE,11,3000,Tire replacement at 3000 miles
MAINT-1196,2025-12-22,MAT-STD-001,2,WEAR_REPLACEMENT,15,750,Normal wear replacement - 15 months old
MAINT-1197,2025-12-23,MAT-STD-002,3,WEAR_REPLACEMENT,36,1800,Normal wear replacement - 36 months old
MAINT-1198,2025-12-24,MAT-STD-003,1,WEAR_REPLACEMENT,47,2350,Normal wear replacement - 47 months old
MAINT-1199,2025-12-25,MAT-STD-001,3,WEAR_REPLACEMENT,38,1900,Normal wear replacement - 38 months old
MAINT-1200,2025-12-26,MAT-STD-002,1,WEAR_REPLACEMENT,15,750,Normal wear replacement - 15 months old
MAINT-1201,2025-12-26,MAT-BAT-001,2,WEATHER_DAMAGE,14,700,Cold weather battery failure
MAINT-1202,2025-12-28,MAT-STD-002,1,SCHEDULED_MAINTENANCE,32,2000,Brake pad replacement at 2000 miles
MAINT-1203,2025-12-28,MAT-STD-003,1,SCHEDULED_MAINTENANCE,20,2000,Chain replacement at 2000 miles
MAINT-1204,2025-12-28,MAT-STD-001,2,SCHEDULED_MAINTENANCE,15,2000,Tire replacement at 2000 miles
MAINT-1205,2025-12-28,MAT-STD-002,2,SCHEDULED_MAINTENANCE,11,3000,Brake pad replacement at 3000 miles
MAINT-1206,2025-12-28,MAT-STD-003,1,SCHEDULED_MAINTENANCE,23,3000,Chain replacement at 3000 miles
MAINT-1207,2025-12-28,MAT-STD-001,1,SCHEDULED_MAINTENANCE,4,3000,Tire replacement at 3000 miles
